term_id,term_str,n,stop
3206,sang,12,0
3207,openly,12,0
3208,spoons,12,0
3209,quench,12,0
3210,hunt,12,0
3211,floods,12,0
3212,wasted,12,0
3213,blessings,12,0
3214,happened,12,0
3215,flourish,12,0
3216,damsels,12,0
3217,sickle,12,0
3218,diligent,12,0
3219,dealeth,12,0
3220,diseases,12,0
3221,withdrew,12,0
3222,runneth,12,0
3223,zalmunna,12,0
3224,weaned,12,0
3225,chaff,12,0
3226,furniture,12,0
3227,anah,12,0
3228,natural,12,0
3229,brutish,12,0
3230,assyrian,12,0
3231,state,12,0
3232,barzillai,12,0
3233,enmity,12,0
3234,hell,12,0
3235,bows,12,0
3236,reveal,12,0
3237,tombs,12,0
3238,adjure,12,0
3239,maiden,12,0
3240,accused,12,0
3241,banquet,12,0
3242,dip,12,0
3243,fearful,12,0
3244,ashkelon,12,0
3245,rage,12,0
3246,harlots,12,0
3247,aged,12,0
3248,groaning,12,0
3249,liar,12,0
3250,cleansing,12,0
3251,earnest,12,0
3252,bruised,12,0
3253,zebah,12,0
3254,gehazi,12,0
3255,hor,12,0
3256,intent,12,0
3257,barabbas,11,0
3258,ended,11,0
3259,tooth,11,0
3260,proceedeth,11,0
3261,withhold,11,0
3262,babes,11,0
3263,safely,11,0
3264,reuel,11,0
3265,lake,11,0
3266,watercourses,11,0
3267,parched,11,0
3268,mistress,11,0
3269,increaseth,11,0
3270,health,11,0
3271,elihu,11,0
3272,distinction,11,0
3273,secure,11,0
3274,forefront,11,0
3275,paran,11,0
3276,scorn,11,0
3277,murmur,11,0
3278,er,11,0
3279,abiram,11,0
3280,thinketh,11,0
3281,safe,11,0
3282,opening,11,0
3283,liersinwait,11,0
3284,measuring,11,0
3285,teman,11,0
3286,holden,11,0
3287,spreadeth,11,0
3288,betrothed,11,0
3289,perverseness,11,0
3290,moons,11,0
3291,gershonites,11,0
3292,awoke,11,0
3293,vexed,11,0
3294,consecration,11,0
3295,somewhat,11,0
3296,hollow,11,0
3297,uzzi,11,0
3298,observed,11,0
3299,hanani,11,0
3300,jehoiachin,11,0
3301,pertained,11,0
3302,beriah,11,0
3303,discretion,11,0
3304,zelophehad,11,0
3305,potters,11,0
3306,holding,11,0
3307,triumph,11,0
3308,restingplace,11,0
3309,workmen,11,0
3310,press,11,0
3311,strip,11,0
3312,guilt,11,0
3313,bilhah,11,0
3314,herein,11,0
3315,warned,11,0
3316,counsellor,11,0
3317,absent,11,0
3318,mightier,11,0
3319,eighteenth,11,0
3320,noonday,11,0
3321,bottom,11,0
3322,hitherto,11,0
3323,considered,11,0
3324,sowed,11,0
3325,glean,11,0
3326,deadly,11,0
3327,potter,11,0
3328,belong,11,0
3329,contention,11,0
3330,edomites,11,0
3331,ethiopians,11,0
3332,lowest,11,0
3333,butter,11,0
3334,preacher,11,0
3335,wells,11,0
3336,holdeth,11,0
3337,agrippa,11,0
3338,befallen,11,0
3339,leaf,11,0
3340,castle,11,0
3341,sheaves,11,0
3342,maintain,11,0
3343,destroyeth,11,0
3344,interpret,11,0
3345,laughed,11,0
3346,milcah,11,0
3347,reverence,11,0
3348,haggai,11,0
3349,cud,11,0
3350,creepeth,11,0
3351,sack,11,0
3352,deviseth,11,0
3353,lifting,11,0
3354,thomas,11,0
3355,manservant,11,0
3356,enchantments,11,0
3357,confirmed,11,0
3358,manchild,11,0
3359,ananias,11,0
3360,noon,11,0
3361,ascend,11,0
3362,kidron,11,0
3363,berechiah,11,0
3364,tops,11,0
3365,censer,11,0
3366,scoffer,11,0
3367,nature,11,0
3368,wifes,11,0
3369,footmen,11,0
3370,bindeth,11,0
3371,remaliah,11,0
3372,pekah,11,0
3373,march,11,0
3374,unpunished,11,0
3375,obedient,11,0
3376,watered,11,0
3377,midianites,11,0
3378,handle,11,0
3379,chastise,11,0
3380,poureth,11,0
3381,hadarezer,11,0
3382,finding,11,0
3383,virginity,11,0
3384,plenty,11,0
3385,japheth,11,0
3386,companion,11,0
3387,divine,11,0
3388,maschil,11,0
3389,vale,11,0
3390,reproached,11,0
3391,threshing,11,0
3392,reigneth,11,0
3393,sad,11,0
3394,pine,11,0
3395,transgressors,11,0
3396,oaks,11,0
3397,vanities,11,0
3398,interpreted,11,0
3399,toil,11,0
3400,withdraw,11,0
3401,bribe,11,0
3402,scales,11,0
3403,swarms,11,0
3404,reacheth,11,0
3405,kedesh,11,0
3406,riblah,11,0
3407,jeiel,11,0
3408,instruct,11,0
3409,mock,11,0
3410,watched,11,0
3411,lovest,11,0
3412,beor,11,0
3413,delighted,11,0
3414,harden,11,0
3415,violent,11,0
3416,dedan,11,0
3417,,11,0
3418,stedfast,11,0
3419,ministration,11,0
3420,nose,11,0
3421,hairs,11,0
3422,sweep,11,0
3423,counsels,11,0
3424,iscariot,11,0
3425,laden,11,0
3426,snares,11,0
3427,attend,11,0
3428,complaint,11,0
3429,troubles,11,0
3430,brooks,11,0
3431,kenaz,11,0
3432,dig,11,0
3433,harim,11,0
3434,ours,11,1
3435,hearest,11,0
3436,briers,11,0
3437,dash,11,0
3438,network,11,0
3439,teachest,11,0
3440,bag,11,0
3441,smooth,11,0
3442,joah,11,0
3443,bush,11,0
3444,speedily,11,0
3445,gog,11,0
3446,sacks,11,0
3447,refrain,11,0
3448,ornan,11,0
3449,rezin,11,0
3450,thirteenth,11,0
3451,megiddo,11,0
3452,betray,11,0
3453,wearied,11,0
3454,defied,10,0
3455,onyx,10,0
3456,equity,10,0
3457,rebellion,10,0
3458,hole,10,0
3459,zephaniah,10,0
3460,divisions,10,0
3461,value,10,0
3462,cush,10,0
3463,race,10,0
3464,wormwood,10,0
3465,onward,10,0
3466,mamre,10,0
3467,spit,10,0
3468,plenteous,10,0
3469,perisheth,10,0
3470,mentioned,10,0
3471,plainly,10,0
3472,highways,10,0
3473,behaved,10,0
3474,sanctifieth,10,0
3475,boast,10,0
3476,lovingkindnesses,10,0
3477,gerar,10,0
3478,izhar,10,0
3479,mourneth,10,0
3480,ezer,10,0
3481,prophesying,10,0
3482,heber,10,0
3483,nurse,10,0
3484,getteth,10,0
3485,wolves,10,0
3486,pitched,10,0
3487,balances,10,0
3488,bezalel,10,0
3489,beget,10,0
3490,abyss,10,0
3491,ensign,10,0
3492,flies,10,0
3493,jozabad,10,0
3494,changes,10,0
3495,begun,10,0
3496,foursquare,10,0
3497,tabor,10,0
3498,pins,10,0
3499,showers,10,0
3500,pharisee,10,0
3501,provided,10,0
3502,pervert,10,0
3503,sanballat,10,0
3504,bethlehemjudah,10,0
3505,overtook,10,0
3506,tossed,10,0
3507,circumcise,10,0
3508,air,10,0
3509,givest,10,0
3510,torment,10,0
3511,uphold,10,0
3512,adversity,10,0
3513,zin,10,0
3514,something,10,0
3515,straitened,10,0
3516,innermost,10,0
3517,jair,10,0
3518,bethuel,10,0
3519,saddled,10,0
3520,oven,10,0
3521,slack,10,0
3522,knop,10,0
3523,besiege,10,0
3524,overcometh,10,0
3525,millo,10,0
3526,dyed,10,0
3527,advantage,10,0
3528,shelemiah,10,0
3529,questions,10,0
3530,shortened,10,0
3531,israelites,10,0
3532,attain,10,0
3533,tradition,10,0
3534,bathsheba,10,0
3535,blotted,10,0
3536,deborah,10,0
3537,paddanaram,10,0
3538,fever,10,0
3539,belteshazzar,10,0
3540,booths,10,0
3541,alienated,10,0
3542,ziph,10,0
3543,create,10,0
3544,pierced,10,0
3545,esteemed,10,0
3546,hittites,10,0
3547,vomit,10,0
3548,disobedience,10,0
3549,ceaseth,10,0
3550,oppressor,10,0
3551,justify,10,0
3552,cherethites,10,0
3553,crush,10,0
3554,shecaniah,10,0
3555,withholden,10,0
3556,cushite,10,0
3557,eliel,10,0
3558,emptied,10,0
3559,housetop,10,0
3560,spied,10,0
3561,wrongfully,10,0
3562,neriah,10,0
3563,flax,10,0
3564,judgmentseat,10,0
3565,copy,10,0
3566,enlarge,10,0
3567,talking,10,0
3568,enlarged,10,0
3569,founded,10,0
3570,unbelief,10,0
3571,infirmity,10,0
3572,topheth,10,0
3573,dainties,10,0
3574,sir,10,0
3575,provocation,10,0
3576,recovered,10,0
3577,filthy,10,0
3578,pigeons,10,0
3579,wont,10,0
3580,bereaved,10,0
3581,reared,10,0
3582,vines,10,0
3583,strike,10,0
3584,hades,10,0
3585,homer,10,0
3586,cursing,10,0
3587,trod,10,0
3588,achaia,10,0
3589,noble,10,0
3590,zoar,10,0
3591,lowly,10,0
3592,clasps,10,0
3593,zorah,10,0
3594,aijalon,10,0
3595,turtledoves,10,0
3596,kadeshbarnea,10,0
3597,vashti,10,0
3598,settings,10,0
3599,pleaseth,10,0
3600,apollos,10,0
3601,rushing,10,0
3602,robbery,10,0
3603,shoe,10,0
3604,hanun,10,0
3605,axe,10,0
3606,reproved,10,0
3607,device,10,0
3608,wondered,10,0
3609,purified,10,0
3610,secrets,10,0
3611,fault,10,0
3612,preserved,10,0
3613,pounds,10,0
3614,suffice,10,0
3615,brim,10,0
3616,shook,10,0
3617,proclamation,10,0
3618,jethro,10,0
3619,restitution,10,0
3620,knewest,10,0
3621,marvel,10,0
3622,labors,10,0
3623,preserveth,10,0
3624,camps,10,0
3625,morsel,10,0
3626,uncle,10,0
3627,rehob,10,0
3628,pitch,10,0
3629,duty,10,0
3630,ehud,10,0
3631,melchizedek,10,0
3632,olivetree,10,0
3633,case,10,0
3634,jeroham,10,0
3635,lamented,10,0
3636,overwhelmed,10,0
3637,sidechambers,10,0
3638,righteously,10,0
3639,buildeth,10,0
3640,hewers,10,0
3641,speckled,10,0
3642,devout,10,0
3643,puffed,10,0
3644,israels,10,0
3645,sigh,10,0
3646,dathan,10,0
3647,exhortation,10,0
3648,godless,10,0
3649,eyelids,10,0
3650,befall,10,0
3651,seashore,10,0
3652,idol,9,0
3653,district,9,0
3654,defy,9,0
3655,floor,9,0
3656,spakest,9,0
3657,yesterday,9,0
3658,tekoa,9,0
3659,blasphemy,9,0
3660,immer,9,0
3661,point,9,0
3662,stretcheth,9,0
3663,lodges,9,0
3664,sanctification,9,0
3665,speed,9,0
3666,sighing,9,0
3667,worshippers,9,0
3668,poison,9,0
3669,palmtree,9,0
3670,purifying,9,0
3671,tip,9,0
3672,cephas,9,0
3673,zacharias,9,0
3674,freewillofferings,9,0
3675,rome,9,0
3676,palsy,9,0
3677,mule,9,0
3678,araunah,9,0
3679,ammonite,9,0
3680,housetops,9,0
3681,geshur,9,0
3682,jeush,9,0
3683,craftsmen,9,0
3684,hadadezer,9,0
3685,dispersed,9,0
3686,pavement,9,0
3687,backs,9,0
3688,cedartrees,9,0
3689,bridle,9,0
3690,shaul,9,0
3691,unless,9,0
3692,ammihud,9,0
3693,temples,9,0
3694,boldly,9,0
3695,rained,9,0
3696,sapphire,9,0
3697,hundredfold,9,0
3698,helper,9,0
3699,ranks,9,0
3700,waiteth,9,0
3701,tied,9,0
3702,weapon,9,0
3703,refuseth,9,0
3704,disease,9,0
3705,nile,9,0
3706,felix,9,0
3707,punished,9,0
3708,hepher,9,0
3709,forgat,9,0
3710,gaal,9,0
3711,dress,9,0
3712,knops,9,0
3713,warp,9,0
3714,baths,9,0
3715,birthright,9,0
3716,whelps,9,0
3717,journeys,9,0
3718,slumber,9,0
3719,bend,9,0
3720,brink,9,0
3721,caiaphas,9,0
3722,hasteth,9,0
3723,refreshed,9,0
3724,kiriatharba,9,0
3725,meaneth,9,0
3726,urged,9,0
3727,fainted,9,0
3728,knit,9,0
3729,departeth,9,0
3730,traffickers,9,0
3731,woof,9,0
3732,baldness,9,0
3733,moth,9,0
3734,caesars,9,0
3735,furthermore,9,0
3736,adaiah,9,0
3737,approved,9,0
3738,fury,9,0
3739,childless,9,0
3740,hormah,9,0
3741,blameless,9,0
3742,lights,9,0
3743,scorpions,9,0
3744,drought,9,0
3745,thinkest,9,0
3746,example,9,0
3747,forever,9,0
3748,towards,9,0
3749,makkedah,9,0
3750,reapers,9,0
3751,durst,9,0
3752,daytime,9,0
3753,supposed,9,0
3754,seventeen,9,0
3755,outcasts,9,0
3756,lacked,9,0
3757,outside,9,0
3758,saluted,9,0
3759,unawares,9,0
3760,returneth,9,0
3761,waiting,9,0
3762,wizards,9,0
3763,anakim,9,0
3764,misery,9,0
3765,chamberlains,9,0
3766,carrying,9,0
3767,deceitfully,9,0
3768,restrained,9,0
3769,riddle,9,0
3770,honored,9,0
3771,buckler,9,0
3772,short,9,0
3773,diminish,9,0
3774,madness,9,0
3775,recompensed,9,0
3776,undone,9,0
3777,adar,9,0
3778,necessary,9,0
3779,meshech,9,0
3780,hereafter,9,0
3781,parteth,9,0
3782,island,9,0
3783,flaming,9,0
3784,perceiving,9,0
3785,dread,9,0
3786,stumbled,9,0
3787,youward,9,0
3788,hindered,9,0
3789,inasmuch,9,0
3790,praising,9,0
3791,raiseth,9,0
3792,bake,9,0
3793,learning,9,0
3794,afflictions,9,0
3795,preparation,9,0
3796,eldest,9,0
3797,shobal,9,0
3798,dough,9,0
3799,exult,9,0
3800,plow,9,0
3801,rushed,9,0
3802,searcheth,9,0
3803,foolishly,9,0
3804,hireling,9,0
3805,fleece,9,0
3806,zebadiah,9,0
3807,nahash,9,0
3808,frame,9,0
3809,dibon,9,0
3810,fillets,9,0
3811,uzza,9,0
3812,gera,9,0
3813,jobab,9,0
3814,nails,9,0
3815,recorder,9,0
3816,zaccur,9,0
3817,murmurings,9,0
3818,anak,9,0
3819,meribah,9,0
3820,longing,9,0
3821,acquaintance,9,0
3822,contended,9,0
3823,bulls,9,0
3824,gentle,9,0
3825,inclosed,9,0
3826,offices,9,0
3827,believing,9,0
3828,bozrah,9,0
3829,languisheth,9,0
3830,baanah,9,0
3831,seth,9,0
3832,deeper,9,0
3833,pertaineth,9,0
3834,rooted,9,0
3835,stringed,9,0
3836,eagles,9,0
3837,ambassadors,9,0
3838,caldron,9,0
3839,camel,9,0
3840,stiffnecked,9,0
3841,bestow,9,0
3842,workmanship,9,0
3843,hew,9,0
3844,reading,9,0
3845,arpachshad,9,0
3846,bitterly,9,0
3847,rewarded,9,0
3848,flying,9,0
3849,watching,9,0
3850,quietness,9,0
3851,shovels,9,0
3852,saveth,9,0
3853,wineskins,9,0
3854,constrained,9,0
3855,robber,9,0
3856,michmash,9,0
3857,pleasures,9,0
3858,assyrians,9,0
3859,nazirite,9,0
3860,mealofferings,9,0
3861,skilfully,9,0
3862,regarded,9,0
3863,heretofore,9,0
3864,mules,9,0
3865,gileadite,9,0
3866,thirtieth,9,0
3867,ittai,8,0
3868,chastening,8,0
3869,tasted,8,0
3870,eliphelet,8,0
3871,snuffers,8,0
3872,spend,8,0
3873,gained,8,0
3874,amos,8,0
3875,thresholds,8,0
3876,judgest,8,0
3877,baptize,8,0
3878,warfare,8,0
3879,howl,8,0
3880,adulterers,8,0
3881,crushed,8,0
3882,menahem,8,0
3883,belshazzar,8,0
3884,philistia,8,0
3885,zibeon,8,0
3886,shameful,8,0
3887,sinful,8,0
3888,clusters,8,0
3889,seekest,8,0
3890,prospect,8,0
3891,jehohanan,8,0
3892,cheek,8,0
3893,embroiderer,8,0
3894,offence,8,0
3895,endured,8,0
3896,gittite,8,0
3897,ornaments,8,0
3898,figure,8,0
3899,groan,8,0
3900,benjamite,8,0
3901,bichri,8,0
3902,cilicia,8,0
3903,principal,8,0
3904,exact,8,0
3905,embrace,8,0
3906,exhorted,8,0
3907,privately,8,0
3908,shone,8,0
3909,scattereth,8,0
3910,warning,8,0
3911,adah,8,0
3912,pedaiah,8,0
3913,feeding,8,0
3914,jerahmeel,8,0
3915,households,8,0
3916,smiting,8,0
3917,onan,8,0
3918,ledge,8,0
3919,chebar,8,0
3920,shining,8,0
3921,jehozadak,8,0
3922,laboreth,8,0
3923,shined,8,0
3924,panels,8,0
3925,pursuers,8,0
3926,certainty,8,0
3927,wreathen,8,0
3928,warred,8,0
3929,herdsmen,8,0
3930,violently,8,0
3931,understandeth,8,0
3932,cyprus,8,0
3933,silent,8,0
3934,jezreelite,8,0
3935,ethan,8,0
3936,carpenters,8,0
3937,soldier,8,0
3938,aram,8,0
3939,gilboa,8,0
3940,gallows,8,0
3941,throw,8,0
3942,owl,8,0
3943,peaceably,8,0
3944,dipped,8,0
3945,perdition,8,0
3946,agag,8,0
3947,realm,8,0
3948,penuel,8,0
3949,otherwise,8,0
3950,purchase,8,0
3951,aphek,8,0
3952,shoulderpieces,8,0
3953,fashioned,8,0
3954,chase,8,0
3955,precept,8,0
3956,jether,8,0
3957,ariel,8,0
3958,millstone,8,0
3959,covet,8,0
3960,pits,8,0
3961,sunder,8,0
3962,venison,8,0
3963,roe,8,0
3964,yonder,8,0
3965,bold,8,0
3966,twain,8,0
3967,fold,8,0
3968,pipe,8,0
3969,cornelius,8,0
3970,rescue,8,0
3971,mishael,8,0
3972,weakness,8,0
3973,mattithiah,8,0
3974,carnal,8,0
3975,sheath,8,0
3976,blast,8,0
3977,twilight,8,0
3978,perizzites,8,0
3979,direct,8,0
3980,b,8,0
3981,lain,8,0
3982,proverbs,8,0
3983,plot,8,0
3984,beguiled,8,0
3985,intercession,8,0
3986,murderers,8,0
3987,rush,8,0
3988,plundered,8,0
3989,sealskin,8,0
3990,descending,8,0
3991,feedeth,8,0
3992,worthless,8,0
3993,couple,8,0
3994,feasting,8,0
3995,rideth,8,0
3996,assuredly,8,0
3997,nativity,8,0
3998,lilies,8,0
3999,elisabeth,8,0
4000,aileth,8,0
4001,kneeled,8,0
4002,helmet,8,0
4003,surnamed,8,0
4004,akkub,8,0
4005,consecrate,8,0
4006,customs,8,0
4007,foreskin,8,0
4008,ropes,8,0
4009,costly,8,0
4010,pisgah,8,0
4011,foxes,8,0
4012,traffic,8,0
4013,earrings,8,0
4014,blesseth,8,0
4015,jachin,8,0
4016,netophathite,8,0
4017,beryl,8,0
4018,books,8,0
4019,carmi,8,0
4020,heirs,8,0
4021,colors,8,0
4022,peleg,8,0
4023,trustest,8,0
4024,luz,8,0
4025,kittim,8,0
4026,bent,8,0
4027,tubal,8,0
4028,refined,8,0
4029,underneath,8,0
4030,doubt,8,0
4031,jahath,8,0
4032,uz,8,0
4033,shammah,8,0
4034,lifteth,8,0
4035,adullam,8,0
4036,fatlings,8,0
4037,butler,8,0
4038,agreed,8,0
4039,firtrees,8,0
4040,dross,8,0
4041,sink,8,0
4042,extended,8,0
4043,kadmiel,8,0
4044,nehemiah,8,0
4045,fadeth,8,0
4046,fearing,8,0
4047,laborers,8,0
4048,impossible,8,0
4049,ungodliness,8,0
4050,shineth,8,0
4051,zealous,8,0
4052,edrei,8,0
4053,balance,8,0
4054,asaiah,8,0
4055,holes,8,0
4056,troubleth,8,0
4057,sherebiah,8,0
4058,merchant,8,0
4059,saluteth,8,0
4060,hart,8,0
4061,distresses,8,0
4062,outward,8,0
4063,pomegranate,8,0
4064,broidered,8,0
4065,shaphat,8,0
4066,rehum,8,0
4067,azmaveth,8,0
4068,provide,8,0
4069,olivetrees,8,0
4070,rust,8,0
4071,mushi,8,0
4072,curseth,8,0
4073,laughter,8,0
4074,zabad,8,0
4075,longed,8,0
4076,discomfited,8,0
4077,evident,8,0
4078,prophetess,8,0
4079,molech,8,0
4080,rehearsed,8,0
4081,baker,8,0
4082,comforter,8,0
4083,liken,8,0
4084,blaspheme,8,0
4085,foul,8,0
4086,withereth,8,0
4087,flight,8,0
4088,sprang,8,0
4089,easier,8,0
4090,mareshah,8,0
4091,ophrah,8,0
4092,contentious,8,0
4093,sower,8,0
4094,sunimages,8,0
4095,honoreth,8,0
4096,expedient,8,0
4097,murder,8,0
4098,oholibamah,8,0
4099,worth,8,0
4100,tares,8,0
4101,thieves,8,0
4102,mail,8,0
4103,devouring,8,0
4104,warn,8,0
4105,proceeded,8,0
4106,sleeping,8,0
4107,memphis,8,0
4108,byword,8,0
4109,rubies,8,0
4110,disperse,8,0
4111,bondservant,8,0
4112,pursueth,8,0
4113,clefts,8,0
4114,abdon,8,0
4115,uri,8,0
4116,commune,8,0
4117,different,8,0
4118,jeremoth,8,0
4119,cheweth,8,0
4120,cloak,8,0
4121,chemosh,8,0
4122,mustered,8,0
4123,suffering,8,0
4124,contain,8,0
4125,wiser,8,0
4126,traded,8,0
4127,renown,8,0
4128,appeareth,8,0
4129,serveth,8,0
4130,deliverer,8,0
4131,oblations,8,0
4132,awe,8,0
4133,ebal,8,0
4134,chaldea,8,0
4135,glorifying,8,0
4136,inhabit,8,0
4137,therefrom,8,0
4138,leaving,8,0
4139,scoffers,8,0
4140,pleasing,8,0
4141,shunammite,8,0
4142,dispossess,8,0
4143,self,8,0
4144,commend,7,0
4145,despite,7,0
4146,firstlings,7,0
4147,taanach,7,0
4148,throat,7,0
4149,hedge,7,0
4150,prophesieth,7,0
4151,ravished,7,0
4152,handled,7,0
4153,unjust,7,0
4154,arabia,7,0
4155,fishers,7,0
4156,despoiled,7,0
4157,heel,7,0
4158,revive,7,0
4159,girt,7,0
4160,zippor,7,0
4161,divorcement,7,0
4162,spotted,7,0
4163,lighter,7,0
4164,depth,7,0
4165,stairs,7,0
4166,dunghill,7,0
4167,urgent,7,0
4168,ability,7,0
4169,w,7,0
4170,fugitives,7,0
4171,gamaliel,7,0
4172,javelin,7,0
4173,correct,7,0
4174,purification,7,0
4175,worthily,7,0
4176,cloths,7,0
4177,serving,7,0
4178,aright,7,0
4179,babe,7,0
4180,othniel,7,0
4181,mortal,7,0
4182,attained,7,0
4183,shishak,7,0
4184,graciously,7,0
4185,judging,7,0
4186,azel,7,0
4187,cleanness,7,0
4188,pursuing,7,0
4189,disquieted,7,0
4190,bite,7,0
4191,wet,7,0
4192,finish,7,0
4193,meraioth,7,0
4194,doorkeepers,7,0
4195,whit,7,0
4196,jaws,7,0
4197,stubborn,7,0
4198,masons,7,0
4199,mixed,7,0
4200,wandering,7,0
4201,mindful,7,0
4202,overseer,7,0
4203,dignity,7,0
4204,savory,7,0
4205,purposes,7,0
4206,media,7,0
4207,korahites,7,0
4208,worshipping,7,0
4209,wanting,7,0
4210,consolation,7,0
4211,shebaniah,7,0
4212,ringstreaked,7,0
4213,selves,7,0
4214,rough,7,0
4215,giant,7,0
4216,post,7,0
4217,awaked,7,0
4218,meats,7,0
4219,mediator,7,0
4220,shamefully,7,0
4221,handful,7,0
4222,accusation,7,0
4223,arioch,7,0
4224,elioenai,7,0
4225,effect,7,0
4226,melteth,7,0
4227,believest,7,0
4228,amiss,7,0
4229,rider,7,0
4230,prudence,7,0
4231,reasoning,7,0
4232,zoan,7,0
4233,persecution,7,0
4234,basemath,7,0
4235,sharon,7,0
4236,flattering,7,0
4237,perils,7,0
4238,girgashite,7,0
4239,bethsaida,7,0
4240,binnui,7,0
4241,rendered,7,0
4242,whilst,7,0
4243,uncles,7,0
4244,forsaketh,7,0
4245,dor,7,0
4246,valiantly,7,0
4247,enosh,7,0
4248,coast,7,0
4249,reconciled,7,0
4250,bucklers,7,0
4251,instrument,7,0
4252,purchased,7,0
4253,feel,7,0
4254,mahalalel,7,0
4255,dancing,7,0
4256,lacketh,7,0
4257,persecutest,7,0
4258,youths,7,0
4259,heaviness,7,0
4260,setting,7,0
4261,bemoan,7,0
4262,diviners,7,0
4263,sling,7,0
4264,kids,7,0
4265,bud,7,0
4266,imitators,7,0
4267,refresh,7,0
4268,jeconiah,7,0
4269,jeshaiah,7,0
4270,maon,7,0
4271,cornet,7,0
4272,shebna,7,0
4273,kin,7,0
4274,publican,7,0
4275,jabbok,7,0
4276,perverted,7,0
4277,stephen,7,0
4278,dishon,7,0
4279,tumors,7,0
4280,eventide,7,0
4281,supply,7,0
4282,provender,7,0
4283,trying,7,0
4284,ladan,7,0
4285,lighten,7,0
4286,tall,7,0
4287,plaster,7,0
4288,hammer,7,0
4289,sirs,7,0
4290,wandered,7,0
4291,gladly,7,0
4292,blasphemeth,7,0
4293,eshtaol,7,0
4294,pelethites,7,0
4295,sheaf,7,0
4296,sober,7,0
4297,zilpah,7,0
4298,thin,7,0
4299,supposing,7,0
4300,opportunity,7,0
4301,quiver,7,0
4302,audience,7,0
4303,unprofitable,7,0
4304,filleth,7,0
4305,gnashing,7,0
4306,span,7,0
4307,jahaz,7,0
4308,prosperous,7,0
4309,disclose,7,0
4310,urim,7,0
4311,answerest,7,0
4312,walkest,7,0
4313,firstripe,7,0
4314,handbreadth,7,0
4315,jared,7,0
4316,enchanters,7,0
4317,incorruptible,7,0
4318,fords,7,0
4319,oreb,7,0
4320,toe,7,0
4321,ho,7,0
4322,rocky,7,0
4323,shaketh,7,0
4324,likened,7,0
4325,highest,7,0
4326,razor,7,0
4327,eggs,7,0
4328,reproacheth,7,0
4329,dinah,7,0
4330,havilah,7,0
4331,raisins,7,0
4332,d,7,1
4333,crow,7,0
4334,abiezer,7,0
4335,trade,7,0
4336,everywhere,7,0
4337,bounty,7,0
4338,arrogancy,7,0
4339,declaring,7,0
4340,paid,7,0
4341,departing,7,0
4342,patient,7,0
4343,fornicators,7,0
4344,diminished,7,0
4345,belonging,7,0
4346,eziongeber,7,0
4347,pavilion,7,0
4348,hardly,7,0
4349,soles,7,0
4350,ere,7,0
4351,cankerworm,7,0
4352,outmost,7,0
4353,hinds,7,0
4354,repay,7,0
4355,jarmuth,7,0
4356,interdict,7,0
4357,telling,7,0
4358,shillings,7,0
4359,grievously,7,0
4360,nazarene,7,0
4361,deserts,7,0
4362,wallet,7,0
4363,published,7,0
4364,wisehearted,7,0
4365,chastened,7,0
4366,hivites,7,0
4367,dwellingplaces,7,0
4368,eunuch,7,0
4369,baggage,7,0
4370,evils,7,0
4371,narrow,7,0
4372,beelzebub,7,0
4373,receiving,7,0
4374,crowns,7,0
4375,honeycomb,7,0
4376,p,7,0
4377,jabin,7,0
4378,lighted,7,0
4379,soft,7,0
4380,shutteth,7,0
4381,seats,7,0
4382,forgave,7,0
4383,toll,7,0
4384,bethaven,7,0
4385,stiff,7,0
4386,stop,7,0
4387,elnathan,7,0
4388,c,7,0
4389,bar,7,0
4390,train,7,0
4391,chasten,7,0
4392,thumb,7,0
4393,buryingplace,7,0
4394,almost,7,0
4395,flint,7,0
4396,deputies,7,0
4397,reprobate,7,0
4398,settled,7,0
4399,needful,7,0
4400,hailstones,7,0
4401,bracelets,7,0
4402,u,7,0
4403,moveth,7,0
4404,rejecteth,7,0
4405,pitied,7,0
4406,stocks,7,0
4407,torches,7,0
4408,shinar,7,0
4409,hasty,7,0
4410,raid,7,0
4411,elon,7,0
4412,mound,7,0
4413,fret,7,0
4414,dens,7,0
4415,ambush,7,0
4416,pierce,7,0
4417,yielded,7,0
4418,winged,7,0
4419,faithfully,7,0
4420,javan,7,0
4421,act,7,0
4422,loaf,7,0
4423,fighting,7,0
4424,greedy,7,0
4425,finally,7,0
4426,lasciviousness,7,0
4427,raw,7,0
4428,submit,7,0
4429,separateth,7,0
4430,oppressors,7,0
4431,snared,7,0
4432,roman,7,0
4433,gedor,7,0
4434,desolations,7,0
4435,abrams,7,0
4436,s,7,1
4437,marked,7,0
4438,ahinoam,7,0
4439,azekah,7,0
4440,careful,7,0
4441,delaiah,7,0
4442,corruptly,7,0
4443,felt,7,0
4444,agree,7,0
4445,dissolved,7,0
4446,samaritans,7,0
4447,cleft,7,0
4448,languages,7,0
4449,wipe,7,0
4450,folds,7,0
4451,ostriches,7,0
4452,kenite,7,0
4453,perfection,7,0
4454,stole,7,0
4455,cord,7,0
4456,ammonites,7,0
4457,caves,7,0
4458,joabs,7,0
4459,coupled,7,0
4460,wayfaring,7,0
4461,wildox,7,0
4462,kinsmen,7,0
4463,readiness,7,0
4464,shaven,7,0
4465,ripe,7,0
4466,fortresses,7,0
4467,firepans,7,0
4468,methuselah,7,0
4469,suffereth,7,0
4470,playing,7,0
4471,achbor,7,0
4472,ages,7,0
4473,puttest,7,0
4474,warm,7,0
4475,peaceable,7,0
